0,0
1,0
2,2
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,2
11,2
12,0
13,0
14,0
15,2
16,0
17,0
18,2
19,0
20,2
21,2
22,2
23,2
24,2
25,0
26,1
27,2
28,2
29,0
30,0
31,2
32,0
33,0
34,0
35,0
36,2
37,0
38,0
39,1
40,2
41,2
42,2
43,1
44,2
45,2
46,2
47,2
48,0
49,2
50,2
51,2
52,2
53,2
54,2
55,1
56,2
57,0
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,0
70,2
71,0
72,0
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,0
86,2
87,2
88,2
89,2
90,2
91,2
92,0
93,2
94,2
95,2
96,1
97,0
98,0
99,0
100,0
101,2
102,0
103,2
104,2
105,2
106,2
107,2
108,0
109,2
110,2
111,2
112,0
113,0
114,0
115,0
116,0
117,0
118,2
119,0
120,0
121,2
122,2
123,2
124,1
125,2
126,2
127,2
128,2
129,0
130,2
131,2
132,2
133,0
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,2
144,0
145,0
146,2
147,0
148,0
149,0
150,2
151,0
152,2
153,0
154,0
155,2
156,2
157,0
158,2
159,0
160,2
161,2
162,1
163,2
164,0
165,2
166,3
167,2
168,3
169,0
170,2
171,2
172,2
173,0
174,2
175,2
176,2
177,2
178,2
179,2
180,0
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,1
189,0
190,2
191,2
192,2
193,0
194,0
195,0
196,0
197,2
198,2
199,2
200,0
201,0
202,1
203,1
204,2
205,2
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,2
214,2
215,2
216,2
217,2
218,0
219,2
220,0
221,2
222,2
223,2
224,2
225,0
226,0
227,0
228,0
229,0
230,1
231,2
232,1
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,2
242,2
243,0
244,2
245,0
246,2
247,0
248,0
249,1
250,2
251,0
252,0
253,2
254,2
255,0
256,2
257,2
258,0
259,0
260,2
261,2
262,2
263,2
264,0
265,3
266,0
267,2
268,0
269,0
270,0
271,0
272,2
273,0
274,0
275,1
276,0
277,2
278,0
279,0
280,2
281,0
282,0
283,1
284,0
285,1
286,0
287,3
288,0
289,3
290,2
291,3
292,2
293,0
294,2
295,2
296,1
297,2
298,2
299,2
300,1
301,1
302,2
303,0
304,0
305,0
306,2
307,0
308,0
309,2
310,0
311,0
312,0
313,0
314,0
315,2
316,2
317,0
318,2
319,2
320,0
321,0
322,2
323,2
324,1
325,1
326,2
327,0
328,0
329,0
330,2
331,0
332,2
333,0
334,2
335,0
336,2
337,2
338,2
339,3
340,0
341,0
342,1
343,1
344,0
345,3
346,0
347,0
348,3
349,0
350,2
351,0
352,2
353,0
354,0
355,3
356,2
357,0
358,2
359,0
360,3
361,2
362,3
363,0
364,0
365,0
366,2
367,0
368,1
369,3
370,0
371,0
372,2
373,3
374,0
375,0
376,2
377,2
378,2
379,0
380,0
381,2
382,0
383,0
384,0
385,0
386,2
387,2
388,0
389,2
390,0
391,3
392,1
393,2
394,0
395,1
396,0
397,0
398,2
399,0
400,0
401,2
402,1
403,0
404,2
405,2
406,1
407,0
408,2
409,1
410,3
411,2
412,1
413,2
414,2
415,0
416,0
417,0
418,0
419,3
420,0
421,0
422,0
423,2
424,1
425,2
426,0
427,2
428,2
429,0
430,0
431,0
432,0
433,2
434,1
435,0
436,0
437,2
438,0
439,0
440,0
441,0
442,2
443,3
444,2
445,2
446,1
447,2
448,0
449,2
450,3
451,0
452,0
453,0
454,2
455,2
456,2
457,2
458,0
459,3
460,2
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,2
473,1
474,0
475,0
476,0
477,2
478,3
479,1
480,0
481,3
482,0
483,2
484,0
485,2
486,0
487,0
488,0
489,0
490,3
491,0
492,2
493,0
494,2
495,2
496,1
497,0
498,2
499,0
500,2
501,0
502,2
503,1
504,2
505,2
506,0
507,1
508,0
509,2
510,0
511,2
512,0
513,2
514,3
515,2
516,1
517,2
518,2
519,2
520,2
521,0
522,2
523,2
524,2
525,1
526,2
527,2
528,1
529,3
530,2
531,1
532,0
533,0
